gender;age;goal;career;expnum
Femme;27;To meet new people;Doctor;3
Femme;27;To meet new people;Doctor;3
Femme;27;To meet new people;Doctor;3
Femme;27;To meet new people;Doctor;3
Femme;27;To meet new people;Doctor;3
Femme;27;To meet new people;Doctor;3
Femme;27;To meet new people;Doctor;3
Femme;27;To meet new people;Doctor;3
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;25;Seemed like a fun night out;Humanitarian;4
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;23;Seemed like a fun night out;Humanitarian;10
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Doctor;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;22;Seemed like a fun night out;Humanitarian;4
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;23;Seemed like a fun night out;Lawyer;2
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;24;Seemed like a fun night out;Lawyer;4
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;27;Seemed like a fun night out;Research;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;30;Other;Journalism;0
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;21;Seemed like a fun night out;Banking;5
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;25;Seemed like a fun night out;Banking;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;26;To meet new people;Research;8
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;27;To meet new people;Banking;3
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;23;Seemed like a fun night out;Lawyer;12
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Femme;24;To say « i did it »;Lawyer;5
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;25;To meet new people;Research;2
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;30;To meet new people;Lawyer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;23;To meet new people;Engineer;3
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Other;Research;1
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;24;Seemed like a fun night out;Research;5
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;28;To meet new people;Research;7
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;26;To meet new people;Banking;8
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;30;Seemed like a fun night out;Research;6
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
Homme;22;Seemed like a fun night out;Creative Arts;5
